udi,type,rotational_speed_rpm,torque_nm,tool_wear_min,failure_type,diff_temperature_k
5532,M,1504,37.3,107,No Failure,9.399999999999977
5533,L,1476,46.6,110,No Failure,9.400000000000034
5534,L,1721,26.9,112,No Failure,9.300000000000011
5535,M,1494,37.1,114,No Failure,9.399999999999977
5536,L,1465,43.5,117,No Failure,9.399999999999977
5539,M,1879,23.0,124,No Failure,9.5
5542,L,1433,42.2,134,No Failure,9.400000000000034
5543,L,1400,41.6,136,No Failure,9.399999999999977
5544,L,1255,59.0,138,No Failure,9.400000000000034
5545,L,1471,45.6,140,No Failure,9.5
5546,H,1357,44.2,142,No Failure,9.400000000000034
5547,L,1453,41.2,147,No Failure,9.399999999999977
5550,H,1374,52.4,154,No Failure,9.599999999999966
5553,H,1579,35.7,167,No Failure,9.5
5555,M,1521,40.2,174,No Failure,9.5
5556,L,1411,44.2,177,No Failure,9.5
5557,H,1357,42.0,179,No Failure,9.5
5559,L,1553,40.1,187,No Failure,9.399999999999977
5560,M,1451,43.2,189,No Failure,9.5
5561,L,1541,37.9,192,No Failure,9.5
5562,M,1341,46.3,194,No Failure,9.399999999999977
5566,L,1671,29.9,204,No Failure,9.5
5567,L,1457,45.5,206,No Failure,9.600000000000023
5568,M,1445,54.8,0,No Failure,9.5
5569,L,1534,38.6,3,No Failure,9.600000000000023
5570,L,1508,36.9,5,No Failure,9.600000000000023
5571,M,1492,47.7,7,No Failure,9.700000000000045
5572,L,1562,37.9,10,No Failure,9.600000000000023
5573,L,1545,36.4,12,No Failure,9.600000000000023
5576,H,1477,39.7,18,No Failure,9.600000000000023
5578,L,1455,40.4,28,No Failure,9.700000000000045
5579,L,1574,38.7,30,No Failure,9.699999999999989
5580,L,1695,27.1,32,No Failure,9.599999999999966
5581,M,1458,38.8,34,No Failure,9.599999999999966
5584,L,1673,29.9,42,No Failure,9.5
5585,L,1578,29.9,44,No Failure,9.5
5586,M,1642,29.1,46,No Failure,9.5
5587,M,1557,31.5,49,No Failure,9.400000000000034
5588,L,1481,42.9,52,No Failure,9.399999999999977
5589,M,1566,37.6,54,No Failure,9.300000000000011
5594,L,1354,48.0,67,No Failure,9.299999999999955
5595,L,1598,35.5,69,No Failure,9.299999999999955
5598,L,1501,37.0,77,No Failure,9.300000000000011
5600,M,1652,31.0,81,No Failure,9.300000000000011
5602,L,1605,33.9,86,No Failure,9.300000000000011
5603,L,1334,54.7,88,No Failure,9.200000000000045
5605,L,1513,37.8,92,No Failure,9.300000000000011
5606,L,1510,41.4,94,No Failure,9.300000000000011
5607,L,1729,23.6,96,No Failure,9.300000000000011
5610,M,1378,50.1,104,No Failure,9.299999999999955
5612,M,1674,29.5,109,No Failure,9.300000000000011
5614,M,1483,38.8,114,No Failure,9.300000000000011
5615,H,1624,28.8,117,No Failure,9.199999999999989
5616,M,1257,71.3,122,Power Failure,9.199999999999989
5617,L,1480,41.4,125,No Failure,9.300000000000011
5618,L,1404,61.5,127,Power Failure,9.299999999999955
5619,M,1645,29.6,129,No Failure,9.399999999999977
5620,L,1932,21.9,132,No Failure,9.300000000000011
5621,L,1533,38.5,134,No Failure,9.300000000000011
5623,L,1571,40.6,139,No Failure,9.300000000000011
5624,L,1578,36.3,141,No Failure,9.400000000000034
5626,L,1728,24.4,146,No Failure,9.400000000000034
5627,H,1603,32.5,148,No Failure,9.400000000000034
5628,L,1597,39.8,153,No Failure,9.400000000000034
5629,L,1688,32.0,155,No Failure,9.400000000000034
5630,L,1405,51.4,157,No Failure,9.5
5633,L,1376,52.8,164,No Failure,9.5
5636,L,1502,47.3,171,No Failure,9.5
5637,L,1447,45.5,173,No Failure,9.399999999999977
5638,M,1487,46.1,175,No Failure,9.5
5640,L,1668,28.7,180,No Failure,9.5
5641,L,1420,51.6,182,No Failure,9.5
5642,L,1473,37.3,184,No Failure,9.5
5643,L,1495,38.8,186,No Failure,9.5
5644,L,1574,42.0,188,No Failure,9.5
5645,L,1383,51.3,190,No Failure,9.5
5646,M,1591,29.4,192,No Failure,9.5
5647,M,1644,37.2,195,No Failure,9.400000000000034
5649,L,1401,44.9,203,No Failure,9.399999999999977
5651,L,1456,46.3,208,No Failure,9.5
5652,M,1447,45.7,210,No Failure,9.5
5654,L,1495,36.8,215,No Failure,9.300000000000011
5655,L,1544,34.3,0,No Failure,9.300000000000011
5656,L,1387,47.3,2,No Failure,9.199999999999989
5658,L,1794,26.1,7,No Failure,9.199999999999989
5659,M,1372,55.1,9,No Failure,9.199999999999989
5660,M,1674,30.0,12,No Failure,9.199999999999989
5662,L,1397,53.0,17,No Failure,9.199999999999989
5663,L,1616,34.0,19,No Failure,9.300000000000011
5664,M,1530,42.3,21,No Failure,9.199999999999989
5666,L,1845,21.9,27,No Failure,9.099999999999966
5667,L,1430,43.1,29,No Failure,9.199999999999989
5668,L,2080,19.2,31,No Failure,9.199999999999989
5669,M,1432,45.3,33,No Failure,9.199999999999989
5670,M,1479,39.5,36,No Failure,9.300000000000011
5671,L,1424,45.2,39,No Failure,9.300000000000011
5672,H,1534,37.2,41,No Failure,9.400000000000034
5673,H,1701,26.2,46,No Failure,9.5
5675,M,1393,42.5,53,No Failure,9.5
5677,L,1565,37.8,59,No Failure,9.5
5680,M,1466,49.0,66,No Failure,9.5
5681,M,1386,50.5,69,No Failure,9.400000000000034
5682,L,1383,44.3,72,No Failure,9.400000000000034
5684,M,1592,37.7,79,No Failure,9.400000000000034
5685,H,1594,36.8,82,No Failure,9.400000000000034
5686,L,1482,45.6,87,No Failure,9.300000000000011
5688,L,2170,18.2,91,No Failure,9.399999999999977
5691,L,1435,44.8,98,No Failure,9.5
5692,L,1320,56.4,100,No Failure,9.400000000000034
5697,H,1595,34.6,112,No Failure,9.399999999999977
5698,L,1354,49.4,117,No Failure,9.399999999999977
5699,L,1265,59.8,119,No Failure,9.399999999999977
5700,L,1867,25.9,121,No Failure,9.5
5701,L,1497,41.6,123,No Failure,9.399999999999977
5702,M,1347,54.3,125,No Failure,9.399999999999977
5703,L,1544,43.2,128,No Failure,9.399999999999977
5705,L,1335,52.7,135,No Failure,9.300000000000011
5706,L,1452,43.1,137,No Failure,9.5
5710,L,1556,38.6,145,No Failure,9.5
5712,L,1545,35.9,152,No Failure,9.400000000000034
5713,L,1330,54.6,154,No Failure,9.5
5715,L,1618,36.0,158,No Failure,9.600000000000023
5717,L,1354,52.2,165,No Failure,9.699999999999989
5718,L,1746,28.1,167,No Failure,9.699999999999989
5721,L,1434,51.9,173,No Failure,9.599999999999966
5722,M,1443,43.4,175,No Failure,9.5
5724,M,1475,48.0,180,No Failure,9.5
5728,M,1559,34.4,191,No Failure,9.5
5729,M,1422,46.4,194,No Failure,9.5
5730,M,1463,35.7,197,No Failure,9.5
5731,L,1793,25.3,200,No Failure,9.399999999999977
5734,L,1487,43.2,206,No Failure,9.5
5735,L,1369,56.2,208,Overstrain Failure,9.5
5736,L,1673,30.1,210,No Failure,9.400000000000034
5737,M,1439,36.6,212,No Failure,9.5
5738,L,1574,42.8,215,No Failure,9.5
5739,L,1281,48.8,0,No Failure,9.399999999999977
5740,M,1653,31.4,2,No Failure,9.5
5741,M,1535,38.3,5,No Failure,9.399999999999977
5742,M,1483,40.5,8,No Failure,9.399999999999977
5744,M,1379,42.9,13,No Failure,9.400000000000034
5745,H,1482,42.6,16,No Failure,9.300000000000011
5746,L,1987,20.1,21,No Failure,9.399999999999977
5750,H,1330,62.4,31,No Failure,9.600000000000023
5751,L,1981,21.8,36,No Failure,9.600000000000023
5752,H,1475,42.8,38,No Failure,9.5
5755,L,1727,27.7,50,No Failure,9.399999999999977
5757,M,1366,52.3,54,No Failure,9.5
5758,L,1366,55.6,57,No Failure,9.400000000000034
5761,M,1522,35.6,63,No Failure,9.400000000000034
5765,L,1589,37.9,75,No Failure,9.5
5766,L,1708,30.5,77,No Failure,9.600000000000023
5771,L,1408,42.9,89,No Failure,9.599999999999966
5772,L,1525,43.7,91,No Failure,9.599999999999966
5774,H,1395,46.8,95,No Failure,9.599999999999966
5775,L,1602,34.3,100,No Failure,9.600000000000023
5776,L,1907,21.5,102,No Failure,9.5
5777,L,1325,49.2,104,No Failure,9.5
5778,L,1408,44.4,106,No Failure,9.5
5779,M,1489,41.4,108,No Failure,9.400000000000034
5781,L,1517,42.4,113,No Failure,9.5
5782,M,1618,36.7,115,No Failure,9.400000000000034
5783,L,1455,39.8,118,No Failure,9.400000000000034
5784,H,1543,36.4,120,No Failure,9.300000000000011
5786,L,1469,37.2,128,No Failure,9.400000000000034
5787,L,1521,36.7,130,No Failure,9.5
5788,L,1584,38.8,132,No Failure,9.600000000000023
5791,M,1563,34.5,139,No Failure,9.5
5792,M,1542,40.1,142,No Failure,9.5
5794,L,1471,44.2,148,No Failure,9.5
5795,M,1492,40.8,150,No Failure,9.600000000000023
5796,M,1465,39.9,153,No Failure,9.5
5800,L,1593,34.5,162,No Failure,9.300000000000011
5801,L,1469,44.7,164,No Failure,9.399999999999977
5802,L,1413,44.6,166,No Failure,9.300000000000011
5803,L,1490,38.0,168,No Failure,9.400000000000034
5804,L,1671,31.1,170,No Failure,9.399999999999977
5805,L,1365,46.5,172,No Failure,9.399999999999977
5808,M,1489,38.9,179,No Failure,9.5
5809,L,1733,25.7,182,No Failure,9.600000000000023
5811,L,1856,21.9,189,No Failure,9.699999999999989
5812,L,1454,40.3,191,No Failure,9.800000000000011
5813,L,1495,36.3,193,No Failure,9.700000000000045
5814,L,1761,29.1,195,No Failure,9.800000000000011
5815,M,1402,47.5,197,No Failure,9.699999999999989
5816,L,1670,33.0,200,No Failure,9.800000000000011
5819,L,1539,36.9,206,No Failure,9.699999999999989
5820,L,1418,41.9,208,No Failure,9.699999999999989
5821,L,1723,27.6,210,No Failure,9.800000000000011
5822,L,1303,49.2,212,No Failure,9.800000000000011
5823,M,1463,50.2,214,No Failure,9.699999999999989
5824,L,1544,39.3,217,No Failure,9.800000000000011
5827,M,1492,41.2,223,No Failure,9.800000000000011
5830,M,1574,34.3,4,No Failure,9.900000000000034
5832,L,1474,50.7,10,No Failure,10.0
5834,L,1457,44.5,14,No Failure,9.899999999999977
5836,L,1668,30.1,18,No Failure,9.899999999999977
5837,L,1550,39.7,20,No Failure,9.900000000000034
5839,M,1476,36.5,25,No Failure,9.800000000000011
5840,M,1541,36.3,28,No Failure,9.800000000000011
5842,M,1678,30.7,34,No Failure,9.800000000000011
5844,L,1700,28.8,39,No Failure,9.699999999999989
5845,L,1462,37.1,41,No Failure,9.700000000000045
5847,L,1674,33.3,46,No Failure,9.900000000000034
5848,L,1397,42.3,48,No Failure,9.900000000000034
5850,M,1434,47.6,52,No Failure,9.800000000000011
5851,L,1560,35.3,55,No Failure,9.800000000000011
5852,L,1573,32.8,57,No Failure,9.800000000000011
5853,H,1798,22.3,59,No Failure,9.699999999999989
5854,L,1567,35.1,64,No Failure,9.800000000000011
5855,L,1416,53.3,66,No Failure,9.699999999999989
5857,H,1598,35.9,71,No Failure,9.699999999999989
5858,L,1760,23.9,76,No Failure,9.599999999999966
5860,L,1542,33.6,80,No Failure,9.699999999999989
5861,L,1566,33.1,82,No Failure,9.599999999999966
5862,L,1554,47.7,84,No Failure,9.699999999999989
5863,L,1470,40.6,86,No Failure,9.600000000000023
5866,M,1402,40.0,94,No Failure,9.600000000000023
5867,L,1459,45.1,97,No Failure,9.600000000000023
5868,L,1494,45.3,99,No Failure,9.5
5869,L,1731,27.9,101,No Failure,9.600000000000023
5870,L,2076,18.7,103,No Failure,9.600000000000023
5871,L,2055,16.8,105,No Failure,9.600000000000023
5872,L,1469,49.5,107,No Failure,9.600000000000023
5873,M,1504,42.6,109,No Failure,9.5
5880,L,1701,28.4,127,No Failure,9.600000000000023
5881,L,1434,49.6,129,No Failure,9.600000000000023
5882,L,1952,22.7,131,No Failure,9.700000000000045
5884,L,1800,26.0,135,No Failure,9.700000000000045
5885,M,1438,43.0,137,No Failure,9.800000000000011
5886,L,1647,28.2,140,No Failure,9.800000000000011
5888,H,1445,41.4,144,No Failure,9.700000000000045
5891,L,1634,32.6,155,No Failure,9.600000000000023
5892,L,1334,53.3,157,No Failure,9.600000000000023
5894,M,1410,52.7,161,No Failure,9.699999999999989
5895,L,1597,37.9,164,No Failure,9.699999999999989
5898,M,1517,40.2,171,No Failure,9.699999999999989
5899,L,1300,57.2,174,No Failure,9.699999999999989
5901,M,1485,41.0,181,No Failure,9.800000000000011
5904,L,1894,21.9,188,No Failure,9.600000000000023
5906,H,1582,31.1,193,No Failure,9.699999999999989
5908,H,1419,46.4,200,No Failure,9.599999999999966
5909,M,1526,36.3,205,No Failure,9.5
5910,H,1364,65.3,208,Power Failure,9.5
5911,M,1458,43.4,0,No Failure,9.5
5912,M,1288,64.0,3,No Failure,9.599999999999966
5917,L,1555,41.9,19,No Failure,9.599999999999966
5918,L,1341,52.6,21,No Failure,9.599999999999966
5919,L,1541,42.0,23,No Failure,9.5
5922,L,1336,57.1,29,No Failure,9.800000000000011
5923,L,1435,43.3,31,No Failure,9.800000000000011
5924,M,1537,35.0,33,No Failure,9.900000000000034
5925,L,1369,48.8,36,No Failure,9.899999999999977
5926,M,1619,31.3,38,No Failure,9.900000000000034
5927,L,1440,51.1,41,No Failure,9.900000000000034
5928,L,1649,30.5,43,No Failure,9.900000000000034
5929,M,1550,38.7,45,No Failure,9.900000000000034
5931,L,1483,51.6,50,No Failure,10.0
5932,L,1336,54.4,52,No Failure,10.099999999999966
5933,L,1515,36.6,54,No Failure,10.0
5934,L,1373,47.4,56,No Failure,10.0
5936,L,1646,34.5,63,No Failure,10.0
5937,M,1548,37.3,65,No Failure,9.899999999999977
5938,M,1462,41.3,68,No Failure,9.899999999999977
5943,L,1450,43.4,80,No Failure,10.0
5944,L,1541,41.3,82,No Failure,10.0
5945,M,1484,38.0,84,No Failure,9.900000000000034
5947,L,1496,46.4,90,No Failure,10.100000000000023
5948,M,1465,45.2,92,No Failure,10.100000000000023
5950,M,1506,44.0,97,No Failure,10.100000000000023
5951,L,1689,28.9,100,No Failure,10.100000000000023
5952,L,1650,29.4,102,No Failure,10.199999999999989
5954,M,1486,38.9,106,No Failure,10.199999999999989
5955,L,1732,25.7,109,No Failure,10.099999999999966
5956,L,1653,31.6,111,No Failure,10.100000000000023
5958,L,1637,37.2,115,No Failure,10.199999999999989
5960,L,1378,51.2,119,No Failure,10.199999999999989
5961,L,1606,33.5,121,No Failure,10.199999999999989
5962,L,1539,32.3,123,No Failure,10.399999999999977
5964,H,1656,36.3,127,No Failure,10.300000000000011
5965,H,1631,30.5,132,No Failure,10.300000000000011
5967,L,1396,49.3,142,No Failure,10.400000000000034
5968,L,1390,52.5,144,No Failure,10.400000000000034
5969,L,1348,56.0,146,No Failure,10.400000000000034
5970,M,1491,35.9,148,No Failure,10.400000000000034
5971,L,1520,37.6,151,No Failure,10.400000000000034
5972,L,1509,33.0,153,No Failure,10.300000000000011
5973,L,1445,46.6,155,No Failure,10.300000000000011
5974,L,1354,51.8,157,No Failure,10.300000000000011
5975,L,1488,39.4,159,No Failure,10.199999999999989
5978,L,1750,30.6,171,No Failure,10.099999999999966
5980,H,1501,45.3,175,No Failure,10.099999999999966
5983,L,1486,37.1,186,No Failure,10.100000000000023
5985,H,1346,52.0,193,No Failure,10.100000000000023
5986,L,1314,42.4,198,No Failure,10.0
5987,L,1440,52.5,200,No Failure,10.099999999999966
5988,L,1608,39.5,202,No Failure,10.100000000000023
5989,H,1296,58.2,204,No Failure,10.100000000000023
5990,L,1507,46.1,209,No Failure,10.0
5991,M,1343,51.6,211,No Failure,10.0
5992,L,1416,40.4,214,No Failure,10.0
5994,M,1407,42.4,218,No Failure,9.900000000000034
5995,L,1608,39.2,221,No Failure,9.799999999999955
5996,L,1920,22.3,223,No Failure,9.699999999999989
6000,M,1671,30.5,234,Tool Wear Failure,9.800000000000011
6001,H,1431,43.2,0,No Failure,9.800000000000011
6004,L,1529,36.2,10,No Failure,9.800000000000011
6005,L,1761,26.5,12,No Failure,9.899999999999977
6006,L,1570,38.3,14,No Failure,9.899999999999977
6007,M,2156,18.0,16,No Failure,9.899999999999977
6010,L,1931,22.0,24,No Failure,10.0
6011,H,1428,43.4,26,No Failure,10.0
6012,L,1564,36.2,31,No Failure,10.0
6013,H,1425,44.0,33,No Failure,10.099999999999966
6016,M,1520,38.0,45,No Failure,10.0
6017,L,1425,45.3,48,No Failure,10.0
6018,L,1398,38.2,50,No Failure,10.099999999999966
6019,M,1557,31.6,52,No Failure,10.099999999999966
6021,L,1619,34.9,57,No Failure,10.100000000000023
6025,L,1356,65.3,66,Power Failure,10.199999999999989
6027,L,1403,48.3,70,No Failure,10.300000000000011
6029,L,1472,47.6,75,No Failure,10.299999999999955
6030,M,1452,47.9,77,No Failure,10.100000000000023
6031,L,1397,53.7,80,No Failure,10.099999999999966
6034,L,1471,37.9,86,No Failure,10.299999999999955
6036,M,1702,30.3,91,No Failure,10.299999999999955
6038,L,1426,46.2,97,No Failure,10.400000000000034
6040,L,1433,42.6,101,No Failure,10.299999999999955
6041,M,1438,46.6,103,No Failure,10.400000000000034
6043,M,1580,36.6,109,No Failure,10.199999999999989
6046,L,1311,55.8,118,No Failure,10.099999999999966
6047,L,1316,56.5,120,No Failure,10.100000000000023
6050,M,1567,34.3,130,No Failure,10.100000000000023
6051,M,1546,37.7,133,No Failure,10.200000000000045
6052,L,1382,51.2,136,No Failure,10.100000000000023
6054,L,1748,29.9,140,No Failure,10.099999999999966
6057,L,1634,29.2,149,No Failure,10.0
6060,L,2235,15.8,156,No Failure,10.100000000000023
6061,L,1615,35.6,158,No Failure,10.100000000000023
6062,H,1618,29.5,160,No Failure,10.0
6063,M,1407,53.0,165,No Failure,10.099999999999966
6064,L,1450,43.3,168,No Failure,10.0
6065,L,1889,23.8,170,No Failure,10.0
6067,L,1804,25.8,174,No Failure,10.0
6068,L,1582,37.5,176,No Failure,10.0
6069,M,2047,17.9,178,No Failure,9.899999999999977
6070,L,1601,34.0,181,No Failure,10.0
6071,L,1615,32.0,183,No Failure,10.0
6072,M,1452,43.6,185,No Failure,9.900000000000034
6077,L,1492,36.7,199,No Failure,9.899999999999977
6078,L,1479,43.3,201,No Failure,9.800000000000011
6080,M,1371,44.7,205,No Failure,9.899999999999977
6082,L,1517,41.7,210,No Failure,9.800000000000011
6083,L,1352,46.4,212,No Failure,9.800000000000011
6085,M,1505,36.2,0,No Failure,9.800000000000011
6086,L,1538,36.7,3,No Failure,9.700000000000045
6089,L,1476,39.0,10,No Failure,9.900000000000034
6090,L,1509,37.5,12,No Failure,9.800000000000011
6091,L,1708,29.1,14,No Failure,9.900000000000034
6092,L,1412,57.5,16,No Failure,9.800000000000011
6094,L,1375,57.2,20,No Failure,9.800000000000011
6095,M,1402,48.1,22,No Failure,9.900000000000034
6096,M,1452,47.3,25,No Failure,9.800000000000011
6099,M,1924,22.4,36,No Failure,9.899999999999977
6101,M,1886,21.1,44,No Failure,9.899999999999977
6103,L,1442,43.2,49,No Failure,10.0
6107,L,1432,48.1,59,No Failure,10.100000000000023
6108,L,1438,49.0,61,No Failure,10.100000000000023
6109,M,1678,28.1,63,No Failure,10.099999999999966
6110,M,1514,38.7,66,No Failure,10.099999999999966
6111,L,1534,41.3,69,No Failure,10.100000000000023
6112,M,1486,41.2,71,No Failure,10.100000000000023
6113,L,1925,22.0,74,No Failure,10.100000000000023
6114,M,1724,30.0,76,No Failure,10.100000000000023
6115,M,1549,35.5,79,No Failure,10.0
6116,L,1457,47.7,82,No Failure,10.099999999999966
6118,L,1578,44.4,86,No Failure,10.199999999999989
6119,M,1325,61.4,88,No Failure,10.200000000000045
6121,M,1472,40.0,93,No Failure,10.300000000000011
6123,L,1402,55.3,98,No Failure,10.0
6124,L,1477,41.5,100,No Failure,10.0
6125,M,1727,30.1,102,No Failure,10.0
6127,L,1370,52.5,107,No Failure,10.0
6128,L,1228,66.4,109,No Failure,10.0
6129,L,1499,38.0,111,No Failure,10.100000000000023
6130,M,1508,46.9,113,No Failure,10.0
6133,L,1429,42.5,123,No Failure,10.0
6134,L,1470,40.9,125,No Failure,10.0
6135,L,1581,37.0,127,No Failure,10.0
6137,H,1390,40.6,131,No Failure,9.900000000000034
6139,M,1452,43.0,139,No Failure,9.899999999999977
6140,L,1586,33.4,142,No Failure,9.899999999999977
6141,L,1589,34.3,144,No Failure,9.899999999999977
6142,L,1486,45.7,146,No Failure,10.0
6143,L,1755,27.9,148,No Failure,10.0
6144,M,1575,34.6,150,No Failure,9.899999999999977
6146,M,1436,41.8,156,No Failure,10.0
6147,M,1470,40.6,159,No Failure,10.0
6148,M,2089,19.8,162,No Failure,10.0
6150,M,1420,47.4,167,No Failure,10.100000000000023
6152,L,1555,35.3,172,No Failure,10.099999999999966
6153,M,1592,35.7,174,No Failure,10.0
6156,L,1634,31.2,182,No Failure,10.0
6157,L,1508,41.5,184,No Failure,10.0
6159,L,1677,29.1,188,No Failure,9.899999999999977
6160,L,1399,58.0,190,Overstrain Failure,10.0
6162,L,1479,44.3,194,No Failure,9.899999999999977
6164,L,1358,48.1,198,No Failure,9.899999999999977
6166,L,1523,35.8,205,No Failure,9.800000000000011
6167,H,1403,40.6,207,No Failure,9.800000000000011
6168,M,1362,51.6,212,No Failure,9.800000000000011
6172,L,1416,42.2,225,No Failure,9.800000000000011
6173,L,1577,37.9,227,Tool Wear Failure,9.800000000000011
6175,L,1573,31.2,2,No Failure,9.800000000000011
6176,L,1517,44.3,4,No Failure,9.900000000000034
6177,L,1515,37.3,6,No Failure,9.899999999999977
6178,L,1527,45.3,8,No Failure,9.800000000000011
6179,L,1282,67.9,10,Power Failure,9.799999999999955
6180,M,1396,45.1,12,No Failure,9.799999999999955
6182,L,1975,19.7,17,No Failure,9.800000000000011
6184,H,1495,37.3,21,No Failure,9.899999999999977
6186,L,1918,21.7,28,No Failure,9.899999999999977
6187,M,1413,46.6,30,No Failure,9.899999999999977
6189,L,1450,45.9,35,No Failure,9.899999999999977
6190,M,1910,21.9,37,No Failure,9.899999999999977
6192,H,1916,22.0,42,No Failure,9.899999999999977
6193,L,1428,45.3,47,No Failure,9.899999999999977
6194,L,1578,38.4,49,No Failure,9.899999999999977
6195,L,1571,39.9,51,No Failure,9.900000000000034
6196,L,1729,30.2,53,No Failure,9.900000000000034
6199,M,1554,32.7,59,No Failure,9.899999999999977
6200,L,1497,43.2,62,No Failure,10.0
6201,L,1679,29.8,64,No Failure,9.899999999999977
6203,L,1296,54.9,69,No Failure,9.899999999999977
6204,L,1404,41.8,71,No Failure,9.899999999999977
6206,M,1696,27.3,76,No Failure,9.800000000000011
6208,L,1447,40.7,82,No Failure,9.900000000000034
6209,M,1418,46.3,84,No Failure,9.900000000000034
6210,L,1407,40.5,87,No Failure,9.900000000000034
6211,L,1434,44.5,89,No Failure,9.699999999999989
6212,L,1360,48.8,91,No Failure,9.800000000000011
6214,L,1552,34.9,95,No Failure,9.700000000000045
6215,L,1392,44.2,97,No Failure,9.800000000000011
6217,L,1724,27.5,101,No Failure,9.699999999999989
6219,H,1366,50.6,106,No Failure,9.600000000000023
6221,L,1470,49.3,116,No Failure,9.699999999999989
6223,H,1792,25.8,121,No Failure,9.699999999999989
6225,L,1612,32.9,129,No Failure,9.800000000000011
6226,M,1424,41.4,131,No Failure,9.800000000000011
6227,H,1341,59.3,134,No Failure,9.699999999999989
6228,L,1479,38.2,139,No Failure,9.600000000000023
6229,L,1413,50.1,141,No Failure,9.699999999999989
6231,M,1641,33.0,145,No Failure,9.699999999999989
6233,L,1576,30.4,151,No Failure,9.699999999999989
6235,L,1479,41.2,155,No Failure,9.600000000000023
6236,L,1596,33.9,157,No Failure,9.599999999999966
6237,M,1512,36.9,159,No Failure,9.599999999999966
6238,L,1414,38.8,162,No Failure,9.5
6239,L,1390,57.4,164,No Failure,9.5
6240,L,1644,31.6,166,No Failure,9.5
6242,L,1324,52.4,171,No Failure,9.399999999999977
6243,L,1476,43.6,173,No Failure,9.399999999999977
6246,L,1445,41.7,180,No Failure,9.5
6248,L,1492,46.3,187,No Failure,9.399999999999977
6249,L,1405,61.2,189,Power Failure,9.300000000000011
6252,M,1598,36.5,195,No Failure,9.399999999999977
6253,L,1538,36.1,198,No Failure,9.5
6255,L,1408,47.0,202,No Failure,9.5
6256,L,1379,57.3,204,Overstrain Failure,9.5
6257,L,1493,37.8,206,Tool Wear Failure,9.600000000000023
6258,L,1376,49.1,0,No Failure,9.599999999999966
6259,M,1583,40.7,2,No Failure,9.599999999999966
6260,M,1396,47.4,5,No Failure,9.600000000000023
6262,L,1417,47.6,10,No Failure,9.5
6263,L,1641,33.4,12,No Failure,9.600000000000023
6266,L,1383,46.6,19,No Failure,9.5
6267,L,1368,46.8,21,No Failure,9.599999999999966
6268,L,1570,35.2,23,No Failure,9.599999999999966
6269,L,1616,33.5,25,No Failure,9.600000000000023
6270,M,1444,43.2,27,No Failure,9.600000000000023
6272,M,1702,29.3,32,No Failure,9.600000000000023
6273,M,1429,52.7,35,No Failure,9.5
6274,L,1711,28.9,38,No Failure,9.600000000000023
6275,M,1543,32.9,40,No Failure,9.5
6276,L,1628,32.2,43,No Failure,9.5
6277,L,1233,64.6,45,No Failure,9.600000000000023
6278,L,1461,40.6,47,No Failure,9.600000000000023
6279,L,1568,38.3,49,No Failure,9.5
6281,M,1527,41.1,53,No Failure,9.5
6282,M,1455,41.2,56,No Failure,9.5
6285,M,1734,31.3,64,No Failure,9.600000000000023
6286,M,1426,46.1,67,No Failure,9.5
6287,L,1611,35.2,70,No Failure,9.5
6288,M,1479,41.1,72,No Failure,9.5
6289,L,1317,50.9,75,No Failure,9.5
6291,L,1932,21.7,79,No Failure,9.5
6292,M,1547,35.8,81,No Failure,9.399999999999977
6294,H,1512,44.9,86,No Failure,9.399999999999977
6295,L,1529,38.7,91,No Failure,9.399999999999977
6296,H,1782,24.9,93,No Failure,9.5
6298,M,1309,60.7,100,No Failure,9.399999999999977
6300,L,1385,49.2,105,No Failure,9.400000000000034
6302,M,1576,39.6,109,No Failure,9.400000000000034
6305,L,1532,37.5,119,No Failure,9.399999999999977
6306,M,1603,32.6,121,No Failure,9.399999999999977
6307,L,1563,34.4,124,No Failure,9.399999999999977
6308,L,1617,34.5,126,No Failure,9.300000000000011
6309,M,1686,26.9,128,No Failure,9.300000000000011
6311,L,2090,17.8,133,No Failure,9.200000000000045
6313,M,1533,38.1,137,No Failure,9.300000000000011
6314,L,1440,47.6,140,No Failure,9.400000000000034
6316,M,1517,46.1,145,No Failure,9.399999999999977
6317,L,1544,36.0,148,No Failure,9.5
6319,M,1416,50.9,152,No Failure,9.400000000000034
6320,L,1514,40.0,155,No Failure,9.399999999999977
6322,L,1286,64.9,160,No Failure,9.5
6325,M,1367,52.6,167,No Failure,9.400000000000034
6326,L,1721,32.3,170,No Failure,9.400000000000034
6327,L,1455,40.4,172,No Failure,9.399999999999977
6329,L,1672,29.7,176,No Failure,9.300000000000011
6330,M,1641,34.6,178,No Failure,9.300000000000011
6332,H,1495,47.4,184,No Failure,9.5
6336,M,1430,43.4,198,No Failure,9.400000000000034
6337,L,1395,48.1,201,No Failure,9.400000000000034
6339,L,1681,28.6,206,No Failure,9.5
6341,H,1397,45.9,210,Tool Wear Failure,9.399999999999977
6342,M,1421,47.2,0,No Failure,9.400000000000034
6344,L,1827,23.0,6,No Failure,9.600000000000023
6345,H,1374,47.7,8,No Failure,9.600000000000023
6348,L,1421,44.6,17,No Failure,9.5
6349,L,1557,33.8,19,No Failure,9.600000000000023
6350,L,1506,35.2,21,No Failure,9.699999999999989
6351,L,1362,49.1,23,No Failure,9.599999999999966
6354,M,1491,42.0,29,No Failure,9.600000000000023
6355,L,1565,34.8,32,No Failure,9.5
